date,order_id,revenue,units,region,product_category,sales_channel,visitors,_parsed_date
2026-08-02,ORD-0802-2183,52.68,1.0,South,Health & Beauty,Marketplace,128.0,2026-08-02
2026-08-02,ORD-0802-3828,133.37,2.0,South,Home & Living,Marketplace,132.0,2026-08-02
2026-08-02,ORD-0802-3854,101.08,2.0,South,Home & Living,In-Store POS,100.0,2026-08-02
2026-08-02,ORD-0802-6633,150.57,3.0,North,Health & Beauty,Marketplace,91.0,2026-08-02
2026-08-02,ORD-0802-3399,136.05,3.0,West,Apparel,Online Store,114.0,2026-08-02
2026-08-02,ORD-0802-7959,129.74,2.0,South,Health & Beauty,In-Store POS,145.0,2026-08-02
2026-08-02,ORD-0802-9882,54.85,3.0,East,Health & Beauty,In-Store POS,90.0,2026-08-02
2026-08-02,ORD-0802-7840,144.51,3.0,North,Health & Beauty,Online Store,149.0,2026-08-02
2026-08-02,ORD-0802-8504,94.8,3.0,East,Apparel,Mobile App,85.0,2026-08-02
2026-08-02,ORD-0802-1182,113.17,1.0,South,Health & Beauty,Mobile App,130.0,2026-08-02
2026-08-02,ORD-0802-2496,286.57,4.0,East,Electronics,Marketplace,148.0,2026-08-02
2026-08-02,ORD-0802-1372,143.35,2.0,East,Apparel,Online Store,99.0,2026-08-02
2026-08-02,ORD-0802-9128,75.1,3.0,East,Health & Beauty,Online Store,83.0,2026-08-02
2026-08-02,ORD-0802-9808,100.92,4.0,West,Home & Living,Online Store,90.0,2026-08-02
2026-08-02,ORD-0802-2730,87.0,4.0,South,Electronics,Online Store,119.0,2026-08-02
2026-08-02,ORD-0802-3015,310.95,2.0,East,Electronics,Online Store,96.0,2026-08-02
2026-08-02,ORD-0802-4048,143.2,3.0,South,Health & Beauty,In-Store POS,128.0,2026-08-02
2026-08-02,ORD-0802-5631,31.85,2.0,West,Health & Beauty,Marketplace,148.0,2026-08-02
2026-08-02,ORD-0802-2934,404.45,3.0,West,Electronics,Online Store,127.0,2026-08-02
2026-08-02,ORD-0802-2298,380.31,3.0,North,Electronics,Mobile App,119.0,2026-08-02
2026-08-02,ORD-0802-5691,178.01,4.0,East,Health & Beauty,Online Store,120.0,2026-08-02
2026-08-02,ORD-0802-1138,437.07,3.0,North,Electronics,In-Store POS,95.0,2026-08-02
2026-08-02,ORD-0802-5662,98.0,3.0,West,Apparel,Marketplace,118.0,2026-08-02
2026-08-02,ORD-0802-9515,159.08,3.0,South,Apparel,Marketplace,95.0,2026-08-02
2026-08-02,ORD-0802-8709,126.94,1.0,North,Apparel,Mobile App,150.0,2026-08-02
2026-08-02,ORD-0802-3670,146.51,4.0,South,Home & Living,Online Store,121.0,2026-08-02
2026-08-02,ORD-0802-1334,294.62,3.0,North,Electronics,Marketplace,101.0,2026-08-02
2026-08-02,ORD-0802-3723,55.61,2.0,East,Apparel,Marketplace,115.0,2026-08-02
2026-08-02,ORD-0802-4693,72.82,1.0,West,Apparel,Online Store,139.0,2026-08-02
2026-08-02,ORD-0802-8510,96.34,2.0,North,Home & Living,Marketplace,114.0,2026-08-02
2026-08-02,ORD-0802-8071,186.19,3.0,South,Electronics,In-Store POS,90.0,2026-08-02
2026-08-02,ORD-0802-3253,177.24,3.0,West,Home & Living,Mobile App,145.0,2026-08-02
2026-08-02,ORD-0802-3184,105.3,2.0,East,Electronics,Marketplace,88.0,2026-08-02
2026-08-02,ORD-0802-4813,161.62,2.0,South,Home & Living,Online Store,80.0,2026-08-02
2026-08-02,ORD-0802-1193,492.64,1.0,West,Electronics,In-Store POS,85.0,2026-08-02
2026-08-02,ORD-0802-4797,174.98,2.0,North,Health & Beauty,Online Store,105.0,2026-08-02
2026-08-02,ORD-0802-8453,37.53,4.0,North,Health & Beauty,Marketplace,141.0,2026-08-02
2026-08-02,ORD-0802-4038,54.71,4.0,South,Apparel,Online Store,108.0,2026-08-02
2026-08-02,ORD-0802-3549,103.39,1.0,South,Home & Living,Online Store,120.0,2026-08-02
2026-08-03,ORD-0803-9970,450.31,4.0,East,Electronics,In-Store POS,84.0,2026-08-03
2026-08-03,ORD-0803-9336,66.74,3.0,North,Apparel,Online Store,149.0,2026-08-03
2026-08-03,ORD-0803-1271,278.39,3.0,South,Electronics,In-Store POS,144.0,2026-08-03
2026-08-03,ORD-0803-4440,406.03,1.0,East,Electronics,Marketplace,130.0,2026-08-03
2026-08-03,ORD-0803-7886,63.91,1.0,South,Apparel,Online Store,108.0,2026-08-03
2026-08-03,ORD-0803-6407,169.63,4.0,West,Health & Beauty,In-Store POS,148.0,2026-08-03
2026-08-03,ORD-0803-7117,448.74,1.0,North,Electronics,In-Store POS,140.0,2026-08-03
2026-08-03,ORD-0803-1330,301.26,2.0,East,Electronics,Marketplace,81.0,2026-08-03
2026-08-03,ORD-0803-4018,170.42,2.0,South,Health & Beauty,Mobile App,105.0,2026-08-03
2026-08-03,ORD-0803-7441,42.38,2.0,West,Apparel,Online Store,124.0,2026-08-03
2026-08-03,ORD-0803-3831,38.13,3.0,North,Apparel,In-Store POS,99.0,2026-08-03
2026-08-03,ORD-0803-5283,156.33,3.0,West,Health & Beauty,Marketplace,129.0,2026-08-03
2026-08-03,ORD-0803-4635,172.13,4.0,East,Apparel,Mobile App,143.0,2026-08-03
2026-08-03,ORD-0803-6388,141.49,1.0,East,Health & Beauty,Mobile App,143.0,2026-08-03
2026-08-03,ORD-0803-2618,63.65,2.0,West,Electronics,Online Store,128.0,2026-08-03
2026-08-03,ORD-0803-7756,132.24,4.0,South,Health & Beauty,Online Store,120.0,2026-08-03
2026-08-03,ORD-0803-5986,138.04,1.0,North,Home & Living,Online Store,149.0,2026-08-03
2026-08-03,ORD-0803-5329,166.85,1.0,West,Apparel,Mobile App,101.0,2026-08-03
2026-08-03,ORD-0803-4439,396.31,4.0,West,Electronics,Marketplace,95.0,2026-08-03
2026-08-03,ORD-0803-4820,252.58,1.0,East,Electronics,Marketplace,131.0,2026-08-03
2026-08-04,ORD-0804-4237,67.19,2.0,South,Home & Living,Mobile App,104.0,2026-08-04
2026-08-04,ORD-0804-4150,200.88,4.0,West,Electronics,Marketplace,126.0,2026-08-04
2026-08-04,ORD-0804-4916,179.24,3.0,North,Home & Living,Marketplace,93.0,2026-08-04
2026-08-04,ORD-0804-2379,63.99,4.0,North,Apparel,Online Store,100.0,2026-08-04
2026-08-04,ORD-0804-2012,326.86,3.0,South,Electronics,In-Store POS,116.0,2026-08-04
2026-08-04,ORD-0804-3421,492.57,3.0,East,Electronics,Mobile App,115.0,2026-08-04
2026-08-04,ORD-0804-5522,507.65,2.0,North,Electronics,In-Store POS,141.0,2026-08-04
2026-08-04,ORD-0804-1086,35.83,3.0,West,Apparel,In-Store POS,141.0,2026-08-04
2026-08-04,ORD-0804-8711,36.5,1.0,West,Health & Beauty,Marketplace,87.0,2026-08-04
2026-08-04,ORD-0804-8820,77.18,3.0,North,Health & Beauty,Online Store,107.0,2026-08-04
2026-08-04,ORD-0804-5873,121.51,3.0,West,Health & Beauty,Marketplace,138.0,2026-08-04
2026-08-04,ORD-0804-6515,127.55,4.0,East,Home & Living,Mobile App,115.0,2026-08-04
2026-08-04,ORD-0804-8920,236.66,2.0,East,Electronics,Online Store,150.0,2026-08-04
2026-08-04,ORD-0804-6639,90.43,2.0,East,Home & Living,Online Store,94.0,2026-08-04
2026-08-04,ORD-0804-5621,168.82,3.0,East,Electronics,In-Store POS,143.0,2026-08-04
2026-08-04,ORD-0804-9274,362.6,1.0,South,Electronics,In-Store POS,137.0,2026-08-04
2026-08-04,ORD-0804-1329,26.23,1.0,West,Home & Living,Online Store,106.0,2026-08-04
2026-08-04,ORD-0804-4238,66.6,4.0,East,Home & Living,Marketplace,111.0,2026-08-04
2026-08-04,ORD-0804-5492,140.72,2.0,North,Home & Living,Mobile App,125.0,2026-08-04
2026-08-04,ORD-0804-5305,176.66,1.0,East,Home & Living,Mobile App,133.0,2026-08-04
2026-08-04,ORD-0804-2676,48.39,3.0,West,Apparel,Online Store,108.0,2026-08-04
2026-08-04,ORD-0804-4719,137.34,3.0,South,Health & Beauty,Marketplace,131.0,2026-08-04
2026-08-04,ORD-0804-9936,473.79,1.0,South,Electronics,Mobile App,114.0,2026-08-04
2026-08-04,ORD-0804-4553,57.68,1.0,North,Apparel,Online Store,116.0,2026-08-04
2026-08-04,ORD-0804-5739,69.47,3.0,South,Apparel,In-Store POS,87.0,2026-08-04
2026-08-04,ORD-0804-7276,131.45,4.0,South,Electronics,Marketplace,87.0,2026-08-04
2026-08-04,ORD-0804-4846,140.03,4.0,East,Health & Beauty,Mobile App,106.0,2026-08-04
2026-08-04,ORD-0804-9754,49.26,3.0,East,Home & Living,In-Store POS,82.0,2026-08-04
2026-08-04,ORD-0804-8308,93.25,2.0,North,Home & Living,Marketplace,141.0,2026-08-04
2026-08-04,ORD-0804-2558,30.4,1.0,West,Apparel,Mobile App,106.0,2026-08-04
2026-08-05,ORD-0805-9962,178.53,2.0,West,Home & Living,Marketplace,85.0,2026-08-05
2026-08-05,ORD-0805-9816,96.24,1.0,North,Home & Living,Mobile App,124.0,2026-08-05
2026-08-05,ORD-0805-7226,119.24,2.0,South,Apparel,Mobile App,87.0,2026-08-05
2026-08-05,ORD-0805-5948,79.87,4.0,West,Apparel,Marketplace,122.0,2026-08-05
2026-08-05,ORD-0805-4924,125.34,3.0,West,Home & Living,Online Store,148.0,2026-08-05
2026-08-05,ORD-0805-3725,179.19,4.0,South,Home & Living,Marketplace,88.0,2026-08-05
2026-08-05,ORD-0805-1941,63.98,2.0,West,Health & Beauty,Mobile App,150.0,2026-08-05
2026-08-05,ORD-0805-4732,176.48,3.0,East,Health & Beauty,Mobile App,105.0,2026-08-05
2026-08-05,ORD-0805-3930,83.87,3.0,North,Health & Beauty,Online Store,130.0,2026-08-05
2026-08-05,ORD-0805-1168,84.39,2.0,West,Apparel,Mobile App,97.0,2026-08-05
2026-08-05,ORD-0805-3475,572.1,1.0,South,Electronics,In-Store POS,128.0,2026-08-05
2026-08-05,ORD-0805-2634,168.18,1.0,West,Health & Beauty,Online Store,137.0,2026-08-05
2026-08-05,ORD-0805-5491,81.26,1.0,West,Electronics,Marketplace,150.0,2026-08-05
2026-08-05,ORD-0805-9321,74.54,2.0,West,Apparel,Marketplace,87.0,2026-08-05
2026-08-05,ORD-0805-8968,137.41,2.0,North,Home & Living,Marketplace,147.0,2026-08-05
2026-08-05,ORD-0805-1455,164.19,4.0,West,Apparel,Online Store,134.0,2026-08-05
2026-08-06,ORD-0806-5287,441.42,4.0,South,Electronics,Online Store,104.0,2026-08-06
2026-08-06,ORD-0806-8555,44.27,4.0,South,Home & Living,Marketplace,120.0,2026-08-06
2026-08-06,ORD-0806-7795,29.05,4.0,South,Health & Beauty,In-Store POS,112.0,2026-08-06
2026-08-06,ORD-0806-3683,99.91,4.0,West,Home & Living,In-Store POS,118.0,2026-08-06
2026-08-06,ORD-0806-1500,444.16,3.0,South,Electronics,Marketplace,132.0,2026-08-06
2026-08-06,ORD-0806-8292,41.72,1.0,West,Apparel,Mobile App,91.0,2026-08-06
2026-08-06,ORD-0806-4570,101.2,4.0,East,Health & Beauty,In-Store POS,149.0,2026-08-06
2026-08-06,ORD-0806-3469,217.64,2.0,East,Electronics,Marketplace,80.0,2026-08-06
2026-08-06,ORD-0806-1617,43.33,3.0,West,Health & Beauty,In-Store POS,136.0,2026-08-06
2026-08-06,ORD-0806-9524,67.87,4.0,South,Home & Living,In-Store POS,86.0,2026-08-06
2026-08-06,ORD-0806-4421,78.94,2.0,East,Apparel,Marketplace,96.0,2026-08-06
2026-08-06,ORD-0806-8109,26.07,3.0,West,Apparel,Mobile App,132.0,2026-08-06
2026-08-06,ORD-0806-4330,39.13,2.0,West,Home & Living,In-Store POS,114.0,2026-08-06
2026-08-06,ORD-0806-1762,54.48,1.0,North,Home & Living,Mobile App,141.0,2026-08-06
2026-08-06,ORD-0806-6821,104.92,2.0,North,Health & Beauty,Marketplace,88.0,2026-08-06
2026-08-06,ORD-0806-8381,256.69,1.0,North,Electronics,Marketplace,114.0,2026-08-06
2026-08-06,ORD-0806-7687,351.26,3.0,West,Electronics,Marketplace,143.0,2026-08-06
2026-08-06,ORD-0806-6660,126.32,1.0,East,Home & Living,Mobile App,120.0,2026-08-06
2026-08-06,ORD-0806-8152,59.67,4.0,West,Home & Living,Marketplace,99.0,2026-08-06
2026-08-06,ORD-0806-6113,99.37,3.0,East,Electronics,In-Store POS,120.0,2026-08-06
2026-08-06,ORD-0806-8237,108.93,3.0,South,Home & Living,Mobile App,102.0,2026-08-06
2026-08-06,ORD-0806-6148,128.8,4.0,East,Electronics,Online Store,80.0,2026-08-06
2026-08-06,ORD-0806-3732,38.79,4.0,North,Home & Living,Marketplace,138.0,2026-08-06
2026-08-06,ORD-0806-3706,103.85,3.0,East,Electronics,In-Store POS,114.0,2026-08-06
2026-08-06,ORD-0806-9973,306.28,4.0,North,Electronics,Online Store,105.0,2026-08-06
2026-08-06,ORD-0806-7848,331.65,1.0,West,Electronics,In-Store POS,84.0,2026-08-06
2026-08-06,ORD-0806-3847,57.73,4.0,South,Apparel,Online Store,93.0,2026-08-06
2026-08-06,ORD-0806-7223,173.75,4.0,West,Home & Living,Online Store,90.0,2026-08-06
2026-08-06,ORD-0806-5976,357.84,3.0,West,Electronics,Marketplace,128.0,2026-08-06
2026-08-07,ORD-0807-7408,27.45,1.0,East,Health & Beauty,In-Store POS,89.0,2026-08-07
2026-08-07,ORD-0807-4083,84.8,4.0,East,Apparel,Online Store,107.0,2026-08-07
2026-08-07,ORD-0807-8851,77.17,2.0,East,Health & Beauty,In-Store POS,106.0,2026-08-07
2026-08-07,ORD-0807-3415,262.79,3.0,West,Electronics,In-Store POS,112.0,2026-08-07
2026-08-07,ORD-0807-2592,386.92,4.0,South,Electronics,In-Store POS,126.0,2026-08-07
2026-08-07,ORD-0807-9820,108.67,1.0,South,Health & Beauty,Mobile App,94.0,2026-08-07
2026-08-07,ORD-0807-8417,122.51,4.0,West,Home & Living,Online Store,110.0,2026-08-07
2026-08-07,ORD-0807-9485,128.37,2.0,West,Health & Beauty,Online Store,102.0,2026-08-07
2026-08-07,ORD-0807-8258,120.36,1.0,East,Home & Living,Online Store,112.0,2026-08-07
2026-08-07,ORD-0807-2636,47.03,4.0,South,Health & Beauty,Marketplace,84.0,2026-08-07
2026-08-07,ORD-0807-2147,38.58,3.0,North,Health & Beauty,In-Store POS,80.0,2026-08-07
2026-08-07,ORD-0807-9368,172.54,4.0,East,Electronics,Mobile App,97.0,2026-08-07
2026-08-07,ORD-0807-7179,138.58,4.0,East,Health & Beauty,Mobile App,126.0,2026-08-07
2026-08-07,ORD-0807-1474,82.78,1.0,South,Home & Living,Online Store,115.0,2026-08-07
2026-08-07,ORD-0807-1811,537.72,4.0,West,Electronics,Mobile App,102.0,2026-08-07
2026-08-07,ORD-0807-4189,95.27,3.0,North,Apparel,Marketplace,118.0,2026-08-07
