date,order_id,revenue,units,region,product_category,sales_channel,visitors,_parsed_date
2026-08-02,ORD-0802-1397,177.86,1.0,West,Home & Living,Marketplace,117.0,2026-08-02
2026-08-02,ORD-0802-5393,158.57,1.0,South,Health & Beauty,Marketplace,138.0,2026-08-02
2026-08-02,ORD-0802-4411,88.42,1.0,West,Apparel,Mobile App,102.0,2026-08-02
2026-08-02,ORD-0802-9558,115.05,3.0,East,Home & Living,Online Store,101.0,2026-08-02
2026-08-02,ORD-0802-3891,143.91,4.0,East,Health & Beauty,In-Store POS,121.0,2026-08-02
2026-08-02,ORD-0802-4169,132.06,4.0,East,Home & Living,Mobile App,148.0,2026-08-02
2026-08-02,ORD-0802-1283,50.71,4.0,North,Home & Living,Online Store,145.0,2026-08-02
2026-08-02,ORD-0802-7911,174.57,1.0,East,Home & Living,Marketplace,139.0,2026-08-02
2026-08-02,ORD-0802-3958,177.21,4.0,West,Apparel,Mobile App,137.0,2026-08-02
2026-08-02,ORD-0802-9462,75.2,3.0,East,Health & Beauty,Mobile App,113.0,2026-08-02
2026-08-02,ORD-0802-3246,107.36,4.0,North,Home & Living,Marketplace,120.0,2026-08-02
2026-08-02,ORD-0802-5677,411.27,4.0,South,Electronics,In-Store POS,144.0,2026-08-02
2026-08-02,ORD-0802-2403,347.16,3.0,North,Electronics,In-Store POS,108.0,2026-08-02
2026-08-02,ORD-0802-4140,44.54,3.0,East,Health & Beauty,Mobile App,145.0,2026-08-02
2026-08-02,ORD-0802-8359,87.29,1.0,West,Electronics,Online Store,99.0,2026-08-02
2026-08-02,ORD-0802-1580,159.94,1.0,South,Home & Living,In-Store POS,131.0,2026-08-02
2026-08-02,ORD-0802-8259,49.44,1.0,North,Home & Living,Mobile App,93.0,2026-08-02
2026-08-02,ORD-0802-9634,69.83,4.0,North,Home & Living,Mobile App,128.0,2026-08-02
2026-08-02,ORD-0802-4620,286.94,3.0,South,Electronics,Online Store,94.0,2026-08-02
2026-08-03,ORD-0803-3520,92.2,1.0,North,Health & Beauty,Online Store,108.0,2026-08-03
2026-08-03,ORD-0803-6051,367.79,4.0,West,Electronics,In-Store POS,149.0,2026-08-03
2026-08-03,ORD-0803-4633,99.01,1.0,South,Apparel,Marketplace,133.0,2026-08-03
2026-08-03,ORD-0803-3926,92.68,3.0,West,Health & Beauty,Mobile App,137.0,2026-08-03
2026-08-03,ORD-0803-8902,98.57,1.0,South,Apparel,Mobile App,94.0,2026-08-03
2026-08-03,ORD-0803-6124,464.37,1.0,South,Electronics,In-Store POS,101.0,2026-08-03
2026-08-03,ORD-0803-2399,31.1,1.0,South,Apparel,In-Store POS,82.0,2026-08-03
2026-08-03,ORD-0803-3763,88.68,2.0,West,Home & Living,Marketplace,122.0,2026-08-03
2026-08-03,ORD-0803-5124,113.85,1.0,East,Home & Living,In-Store POS,93.0,2026-08-03
2026-08-03,ORD-0803-3968,138.45,2.0,South,Apparel,Marketplace,93.0,2026-08-03
2026-08-03,ORD-0803-1171,31.95,3.0,East,Apparel,Mobile App,88.0,2026-08-03
2026-08-03,ORD-0803-1018,187.68,1.0,North,Electronics,Marketplace,118.0,2026-08-03
2026-08-03,ORD-0803-6844,146.74,3.0,East,Apparel,Marketplace,86.0,2026-08-03
2026-08-03,ORD-0803-6330,58.88,3.0,South,Apparel,Mobile App,126.0,2026-08-03
2026-08-03,ORD-0803-4759,83.09,1.0,South,Home & Living,In-Store POS,104.0,2026-08-03
2026-08-03,ORD-0803-7626,134.56,1.0,West,Apparel,Online Store,149.0,2026-08-03
2026-08-03,ORD-0803-5078,132.39,4.0,South,Home & Living,Online Store,142.0,2026-08-03
2026-08-03,ORD-0803-8073,125.03,4.0,East,Home & Living,Online Store,143.0,2026-08-03
2026-08-03,ORD-0803-9306,168.71,3.0,East,Health & Beauty,In-Store POS,123.0,2026-08-03
2026-08-03,ORD-0803-3914,385.34,4.0,East,Electronics,Mobile App,100.0,2026-08-03
2026-08-03,ORD-0803-7704,50.42,2.0,East,Home & Living,Online Store,96.0,2026-08-03
2026-08-03,ORD-0803-4266,297.77,4.0,West,Electronics,Mobile App,124.0,2026-08-03
2026-08-03,ORD-0803-1829,155.25,4.0,West,Home & Living,In-Store POS,93.0,2026-08-03
2026-08-03,ORD-0803-4487,59.6,2.0,East,Health & Beauty,In-Store POS,149.0,2026-08-03
2026-08-03,ORD-0803-3739,66.31,4.0,South,Apparel,Online Store,122.0,2026-08-03
2026-08-03,ORD-0803-4773,61.54,2.0,East,Health & Beauty,In-Store POS,149.0,2026-08-03
2026-08-03,ORD-0803-3253,159.85,3.0,West,Apparel,Marketplace,147.0,2026-08-03
2026-08-03,ORD-0803-7117,181.01,4.0,North,Electronics,In-Store POS,117.0,2026-08-03
2026-08-03,ORD-0803-4894,57.08,4.0,West,Home & Living,Mobile App,90.0,2026-08-03
2026-08-03,ORD-0803-1161,172.32,1.0,West,Home & Living,In-Store POS,137.0,2026-08-03
2026-08-04,ORD-0804-7718,102.87,1.0,South,Apparel,In-Store POS,111.0,2026-08-04
2026-08-04,ORD-0804-8428,48.66,4.0,North,Health & Beauty,Mobile App,119.0,2026-08-04
2026-08-04,ORD-0804-8752,88.68,2.0,North,Home & Living,Marketplace,134.0,2026-08-04
2026-08-04,ORD-0804-3056,62.46,1.0,East,Home & Living,Mobile App,85.0,2026-08-04
2026-08-04,ORD-0804-3936,112.11,4.0,North,Apparel,Mobile App,124.0,2026-08-04
2026-08-04,ORD-0804-7490,158.57,4.0,East,Apparel,Marketplace,146.0,2026-08-04
2026-08-04,ORD-0804-2307,219.97,4.0,East,Electronics,Online Store,89.0,2026-08-04
2026-08-04,ORD-0804-8152,157.66,1.0,East,Home & Living,Online Store,82.0,2026-08-04
2026-08-04,ORD-0804-5437,169.18,4.0,North,Apparel,Marketplace,135.0,2026-08-04
2026-08-04,ORD-0804-5307,167.73,3.0,East,Health & Beauty,In-Store POS,116.0,2026-08-04
2026-08-04,ORD-0804-6412,436.93,4.0,North,Electronics,Mobile App,131.0,2026-08-04
2026-08-04,ORD-0804-7362,80.85,3.0,East,Apparel,Online Store,113.0,2026-08-04
2026-08-04,ORD-0804-2527,122.95,1.0,North,Home & Living,Online Store,120.0,2026-08-04
2026-08-04,ORD-0804-8247,135.23,2.0,West,Health & Beauty,Online Store,141.0,2026-08-04
2026-08-04,ORD-0804-8484,81.39,3.0,West,Health & Beauty,Mobile App,132.0,2026-08-04
2026-08-04,ORD-0804-6389,46.03,2.0,West,Apparel,Mobile App,81.0,2026-08-04
2026-08-04,ORD-0804-2546,120.45,4.0,South,Home & Living,Mobile App,105.0,2026-08-04
2026-08-04,ORD-0804-9201,112.04,3.0,West,Apparel,Marketplace,92.0,2026-08-04
2026-08-05,ORD-0805-4374,79.59,2.0,North,Home & Living,Mobile App,98.0,2026-08-05
2026-08-05,ORD-0805-5403,239.19,1.0,South,Electronics,Mobile App,124.0,2026-08-05
2026-08-05,ORD-0805-9890,382.23,4.0,West,Electronics,Online Store,100.0,2026-08-05
2026-08-05,ORD-0805-6118,54.27,4.0,West,Home & Living,Online Store,125.0,2026-08-05
2026-08-05,ORD-0805-1916,131.62,3.0,North,Apparel,Marketplace,142.0,2026-08-05
2026-08-05,ORD-0805-6962,64.1,2.0,West,Home & Living,Marketplace,82.0,2026-08-05
2026-08-05,ORD-0805-3567,142.27,3.0,West,Home & Living,Online Store,136.0,2026-08-05
2026-08-05,ORD-0805-7569,119.93,2.0,South,Health & Beauty,Mobile App,148.0,2026-08-05
2026-08-05,ORD-0805-1834,149.39,1.0,North,Home & Living,Mobile App,131.0,2026-08-05
2026-08-05,ORD-0805-4546,168.53,1.0,East,Health & Beauty,Mobile App,122.0,2026-08-05
2026-08-05,ORD-0805-4886,139.83,2.0,South,Health & Beauty,Mobile App,131.0,2026-08-05
2026-08-05,ORD-0805-5585,140.78,3.0,East,Home & Living,Mobile App,93.0,2026-08-05
2026-08-05,ORD-0805-5819,123.47,3.0,West,Home & Living,Online Store,145.0,2026-08-05
2026-08-05,ORD-0805-4199,111.96,2.0,East,Home & Living,Marketplace,126.0,2026-08-05
2026-08-05,ORD-0805-5325,75.44,4.0,North,Home & Living,Online Store,103.0,2026-08-05
2026-08-05,ORD-0805-2341,34.19,3.0,East,Health & Beauty,In-Store POS,89.0,2026-08-05
2026-08-05,ORD-0805-9264,184.66,4.0,East,Electronics,Marketplace,141.0,2026-08-05
2026-08-05,ORD-0805-4589,131.64,1.0,South,Home & Living,Online Store,139.0,2026-08-05
2026-08-05,ORD-0805-2429,121.96,1.0,West,Health & Beauty,Online Store,103.0,2026-08-05
2026-08-05,ORD-0805-7574,36.86,1.0,East,Health & Beauty,Marketplace,108.0,2026-08-05
2026-08-05,ORD-0805-9863,159.3,4.0,East,Electronics,Marketplace,123.0,2026-08-05
2026-08-05,ORD-0805-9913,127.31,2.0,North,Electronics,Online Store,81.0,2026-08-05
2026-08-05,ORD-0805-5962,178.95,4.0,South,Apparel,Online Store,90.0,2026-08-05
2026-08-05,ORD-0805-4765,77.32,1.0,South,Apparel,In-Store POS,108.0,2026-08-05
2026-08-05,ORD-0805-1231,117.22,3.0,North,Health & Beauty,In-Store POS,106.0,2026-08-05
2026-08-05,ORD-0805-5289,121.51,2.0,East,Home & Living,Marketplace,101.0,2026-08-05
2026-08-06,ORD-0806-9353,107.57,2.0,West,Health & Beauty,In-Store POS,100.0,2026-08-06
2026-08-06,ORD-0806-8040,264.05,2.0,North,Electronics,Online Store,97.0,2026-08-06
2026-08-06,ORD-0806-3141,131.01,4.0,North,Health & Beauty,In-Store POS,82.0,2026-08-06
2026-08-06,ORD-0806-2222,137.84,2.0,South,Home & Living,Online Store,105.0,2026-08-06
2026-08-06,ORD-0806-8209,143.2,3.0,North,Home & Living,Mobile App,80.0,2026-08-06
2026-08-06,ORD-0806-7261,132.37,1.0,South,Home & Living,Online Store,98.0,2026-08-06
2026-08-06,ORD-0806-3757,125.28,3.0,East,Apparel,Mobile App,136.0,2026-08-06
2026-08-06,ORD-0806-5010,127.64,1.0,West,Home & Living,In-Store POS,92.0,2026-08-06
2026-08-06,ORD-0806-7590,118.21,3.0,East,Health & Beauty,In-Store POS,137.0,2026-08-06
2026-08-06,ORD-0806-3987,139.24,1.0,South,Apparel,Marketplace,146.0,2026-08-06
2026-08-06,ORD-0806-6769,44.21,4.0,North,Apparel,Mobile App,113.0,2026-08-06
2026-08-06,ORD-0806-2961,244.69,1.0,East,Electronics,Online Store,85.0,2026-08-06
2026-08-06,ORD-0806-9099,130.05,4.0,West,Apparel,In-Store POS,126.0,2026-08-06
2026-08-06,ORD-0806-2165,90.33,2.0,West,Health & Beauty,Marketplace,95.0,2026-08-06
2026-08-06,ORD-0806-1274,274.89,3.0,East,Electronics,Mobile App,124.0,2026-08-06
2026-08-06,ORD-0806-5204,167.08,4.0,East,Health & Beauty,In-Store POS,117.0,2026-08-06
2026-08-06,ORD-0806-5043,106.52,4.0,East,Health & Beauty,Marketplace,94.0,2026-08-06
2026-08-06,ORD-0806-5026,170.54,3.0,South,Apparel,Marketplace,133.0,2026-08-06
2026-08-06,ORD-0806-1809,56.57,1.0,West,Apparel,Mobile App,101.0,2026-08-06
2026-08-07,ORD-0807-1423,101.44,1.0,North,Health & Beauty,Marketplace,123.0,2026-08-07
2026-08-07,ORD-0807-9510,104.15,3.0,North,Home & Living,Marketplace,137.0,2026-08-07
2026-08-07,ORD-0807-2605,47.0,3.0,South,Home & Living,Online Store,113.0,2026-08-07
2026-08-07,ORD-0807-6425,41.66,2.0,North,Home & Living,Online Store,123.0,2026-08-07
2026-08-07,ORD-0807-5978,135.11,1.0,North,Home & Living,Marketplace,85.0,2026-08-07
2026-08-07,ORD-0807-7957,166.6,4.0,South,Apparel,Mobile App,95.0,2026-08-07
2026-08-07,ORD-0807-3631,172.17,1.0,North,Health & Beauty,Marketplace,136.0,2026-08-07
2026-08-07,ORD-0807-7508,53.31,4.0,North,Health & Beauty,Online Store,127.0,2026-08-07
2026-08-07,ORD-0807-4058,156.23,4.0,North,Apparel,In-Store POS,112.0,2026-08-07
2026-08-07,ORD-0807-6749,145.33,3.0,North,Home & Living,Online Store,107.0,2026-08-07
2026-08-07,ORD-0807-9665,143.18,4.0,South,Apparel,Mobile App,137.0,2026-08-07
2026-08-07,ORD-0807-4229,98.52,1.0,West,Home & Living,Mobile App,135.0,2026-08-07
2026-08-07,ORD-0807-4284,157.94,2.0,South,Home & Living,Marketplace,116.0,2026-08-07
2026-08-07,ORD-0807-6522,103.41,3.0,South,Health & Beauty,In-Store POS,134.0,2026-08-07
2026-08-07,ORD-0807-5845,143.39,2.0,South,Home & Living,Marketplace,147.0,2026-08-07
2026-08-07,ORD-0807-9437,114.7,4.0,West,Home & Living,Marketplace,111.0,2026-08-07
2026-08-07,ORD-0807-1981,161.87,1.0,East,Electronics,Marketplace,104.0,2026-08-07
2026-08-07,ORD-0807-2375,74.37,1.0,East,Electronics,In-Store POS,113.0,2026-08-07
2026-08-07,ORD-0807-5550,130.39,2.0,East,Home & Living,In-Store POS,119.0,2026-08-07
2026-08-07,ORD-0807-2564,77.4,3.0,East,Health & Beauty,Marketplace,124.0,2026-08-07
2026-08-07,ORD-0807-3427,151.29,4.0,West,Apparel,Marketplace,135.0,2026-08-07
2026-08-07,ORD-0807-7581,34.27,2.0,North,Apparel,Online Store,83.0,2026-08-07
2026-08-07,ORD-0807-5037,35.43,4.0,South,Home & Living,In-Store POS,126.0,2026-08-07
2026-08-07,ORD-0807-3043,108.44,3.0,South,Apparel,Marketplace,132.0,2026-08-07
2026-08-07,ORD-0807-8422,127.16,2.0,North,Home & Living,In-Store POS,102.0,2026-08-07
2026-08-07,ORD-0807-8034,126.86,1.0,South,Apparel,In-Store POS,80.0,2026-08-07
