date,order_id,revenue,units,region,product_category,sales_channel,visitors,_parsed_date
2026-07-31,ORD-0731-9786,51.23,1.0,East,Apparel,Mobile App,81.0,2026-07-31
2026-07-31,ORD-0731-1318,160.24,3.0,East,Home & Living,In-Store POS,118.0,2026-07-31
2026-07-31,ORD-0731-3851,161.98,3.0,North,Electronics,Marketplace,150.0,2026-07-31
2026-07-31,ORD-0731-7006,111.87,4.0,West,Health & Beauty,In-Store POS,137.0,2026-07-31
2026-07-31,ORD-0731-4773,164.38,1.0,South,Home & Living,Mobile App,129.0,2026-07-31
2026-08-01,ORD-0801-6055,44.37,1.0,West,Health & Beauty,Mobile App,135.0,2026-08-01
2026-08-01,ORD-0801-4558,257.52,3.0,West,Electronics,In-Store POS,143.0,2026-08-01
2026-08-01,ORD-0801-2386,96.65,2.0,East,Health & Beauty,Online Store,147.0,2026-08-01
2026-08-01,ORD-0801-7483,158.74,4.0,South,Apparel,In-Store POS,98.0,2026-08-01
2026-08-01,ORD-0801-6149,133.07,3.0,North,Home & Living,In-Store POS,142.0,2026-08-01
2026-08-01,ORD-0801-4216,52.08,2.0,South,Health & Beauty,In-Store POS,104.0,2026-08-01
2026-08-01,ORD-0801-7809,112.32,2.0,North,Health & Beauty,In-Store POS,105.0,2026-08-01
2026-08-01,ORD-0801-8079,62.91,4.0,West,Apparel,Online Store,141.0,2026-08-01
2026-08-01,ORD-0801-4948,171.39,3.0,South,Home & Living,Mobile App,95.0,2026-08-01
2026-08-01,ORD-0801-5250,46.99,3.0,East,Apparel,In-Store POS,92.0,2026-08-01
2026-08-01,ORD-0801-4370,426.66,4.0,East,Electronics,Marketplace,115.0,2026-08-01
2026-08-01,ORD-0801-1433,100.03,4.0,South,Health & Beauty,Online Store,89.0,2026-08-01
2026-08-01,ORD-0801-4095,41.42,3.0,East,Home & Living,In-Store POS,105.0,2026-08-01
2026-08-01,ORD-0801-4650,48.23,2.0,South,Health & Beauty,Online Store,122.0,2026-08-01
2026-08-01,ORD-0801-2139,65.1,1.0,South,Health & Beauty,In-Store POS,107.0,2026-08-01
2026-08-01,ORD-0801-3959,123.23,1.0,South,Apparel,Marketplace,141.0,2026-08-01
2026-08-01,ORD-0801-1396,161.96,4.0,North,Home & Living,Mobile App,115.0,2026-08-01
2026-08-01,ORD-0801-1525,155.88,4.0,West,Home & Living,In-Store POS,96.0,2026-08-01
2026-08-01,ORD-0801-8349,164.05,1.0,North,Apparel,Online Store,126.0,2026-08-01
2026-08-01,ORD-0801-8657,71.91,4.0,East,Home & Living,Marketplace,103.0,2026-08-01
2026-08-01,ORD-0801-6668,91.65,1.0,West,Home & Living,Marketplace,96.0,2026-08-01
2026-08-01,ORD-0801-6656,101.36,4.0,North,Apparel,In-Store POS,136.0,2026-08-01
2026-08-01,ORD-0801-1115,188.07,3.0,North,Electronics,Mobile App,82.0,2026-08-01
2026-08-01,ORD-0801-6779,145.59,1.0,West,Apparel,In-Store POS,147.0,2026-08-01
2026-08-01,ORD-0801-2900,54.54,4.0,East,Apparel,In-Store POS,133.0,2026-08-01
2026-08-01,ORD-0801-1022,45.3,4.0,East,Home & Living,Marketplace,121.0,2026-08-01
2026-08-01,ORD-0801-6950,144.83,1.0,West,Health & Beauty,Online Store,116.0,2026-08-01
2026-08-02,ORD-0802-3827,53.24,2.0,West,Apparel,In-Store POS,135.0,2026-08-02
2026-08-02,ORD-0802-6293,140.51,3.0,East,Electronics,Online Store,100.0,2026-08-02
2026-08-02,ORD-0802-2345,142.78,2.0,North,Apparel,Mobile App,90.0,2026-08-02
2026-08-02,ORD-0802-8266,64.58,2.0,East,Home & Living,Online Store,142.0,2026-08-02
2026-08-02,ORD-0802-7315,159.17,2.0,South,Apparel,In-Store POS,141.0,2026-08-02
2026-08-02,ORD-0802-8502,133.32,2.0,North,Health & Beauty,Online Store,119.0,2026-08-02
2026-08-02,ORD-0802-1362,256.62,3.0,East,Electronics,Mobile App,137.0,2026-08-02
2026-08-02,ORD-0802-2127,94.27,1.0,East,Health & Beauty,In-Store POS,150.0,2026-08-02
2026-08-02,ORD-0802-1571,87.51,2.0,West,Health & Beauty,Online Store,138.0,2026-08-02
2026-08-02,ORD-0802-2945,132.03,2.0,East,Health & Beauty,Marketplace,141.0,2026-08-02
2026-08-02,ORD-0802-7383,63.96,1.0,East,Home & Living,Mobile App,85.0,2026-08-02
2026-08-02,ORD-0802-4967,178.19,3.0,South,Health & Beauty,Mobile App,140.0,2026-08-02
2026-08-02,ORD-0802-3130,65.73,4.0,North,Health & Beauty,Marketplace,103.0,2026-08-02
2026-08-02,ORD-0802-6486,169.79,1.0,East,Health & Beauty,Mobile App,134.0,2026-08-02
2026-08-02,ORD-0802-4550,82.15,3.0,East,Home & Living,Marketplace,92.0,2026-08-02
2026-08-02,ORD-0802-7827,75.61,2.0,West,Health & Beauty,In-Store POS,113.0,2026-08-02
2026-08-02,ORD-0802-6110,144.43,2.0,North,Apparel,Marketplace,95.0,2026-08-02
2026-08-02,ORD-0802-4713,412.75,3.0,East,Electronics,Marketplace,149.0,2026-08-02
2026-08-02,ORD-0802-2100,132.69,1.0,North,Apparel,Marketplace,101.0,2026-08-02
2026-08-02,ORD-0802-1495,134.65,3.0,North,Electronics,Marketplace,131.0,2026-08-02
2026-08-02,ORD-0802-7683,115.47,3.0,South,Apparel,Mobile App,118.0,2026-08-02
2026-08-02,ORD-0802-5898,140.79,4.0,East,Apparel,Marketplace,143.0,2026-08-02
2026-08-02,ORD-0802-6471,391.73,2.0,West,Electronics,Mobile App,110.0,2026-08-02
2026-08-02,ORD-0802-9972,300.01,4.0,North,Electronics,In-Store POS,108.0,2026-08-02
2026-08-02,ORD-0802-4322,59.56,3.0,West,Electronics,Marketplace,135.0,2026-08-02
2026-08-02,ORD-0802-5041,158.93,3.0,North,Health & Beauty,Marketplace,80.0,2026-08-02
2026-08-02,ORD-0802-7070,95.88,3.0,North,Health & Beauty,In-Store POS,148.0,2026-08-02
2026-08-02,ORD-0802-1660,217.62,3.0,South,Electronics,In-Store POS,115.0,2026-08-02
2026-08-02,ORD-0802-5084,162.51,3.0,East,Apparel,Mobile App,91.0,2026-08-02
2026-08-02,ORD-0802-4136,156.08,4.0,East,Health & Beauty,Mobile App,136.0,2026-08-02
2026-08-02,ORD-0802-8273,149.56,2.0,South,Health & Beauty,Mobile App,116.0,2026-08-02
2026-08-02,ORD-0802-3460,93.39,3.0,North,Home & Living,In-Store POS,119.0,2026-08-02
2026-08-03,ORD-0803-6546,107.18,1.0,West,Apparel,Online Store,138.0,2026-08-03
2026-08-03,ORD-0803-9486,30.69,3.0,West,Apparel,In-Store POS,84.0,2026-08-03
2026-08-03,ORD-0803-5237,177.12,2.0,South,Home & Living,Online Store,113.0,2026-08-03
2026-08-03,ORD-0803-6754,253.98,4.0,North,Electronics,In-Store POS,98.0,2026-08-03
2026-08-03,ORD-0803-7671,109.23,1.0,South,Apparel,Online Store,143.0,2026-08-03
2026-08-03,ORD-0803-7355,131.41,2.0,East,Health & Beauty,Marketplace,117.0,2026-08-03
2026-08-03,ORD-0803-4630,111.96,3.0,West,Home & Living,Online Store,104.0,2026-08-03
2026-08-03,ORD-0803-1918,170.96,4.0,East,Electronics,Mobile App,84.0,2026-08-03
2026-08-03,ORD-0803-7506,521.2,3.0,West,Electronics,Mobile App,104.0,2026-08-03
2026-08-03,ORD-0803-2179,60.01,4.0,South,Apparel,Online Store,99.0,2026-08-03
2026-08-03,ORD-0803-2527,62.42,3.0,North,Apparel,In-Store POS,148.0,2026-08-03
2026-08-03,ORD-0803-4269,178.26,2.0,East,Electronics,Marketplace,144.0,2026-08-03
2026-08-03,ORD-0803-1250,165.83,4.0,East,Apparel,In-Store POS,125.0,2026-08-03
2026-08-03,ORD-0803-4472,468.52,1.0,West,Electronics,In-Store POS,87.0,2026-08-03
2026-08-03,ORD-0803-7039,63.1,3.0,West,Health & Beauty,Mobile App,135.0,2026-08-03
2026-08-03,ORD-0803-2985,290.87,2.0,North,Electronics,Mobile App,128.0,2026-08-03
2026-08-03,ORD-0803-3171,147.14,2.0,South,Health & Beauty,Marketplace,143.0,2026-08-03
2026-08-03,ORD-0803-2427,135.79,1.0,West,Health & Beauty,Mobile App,115.0,2026-08-03
2026-08-03,ORD-0803-1194,28.13,2.0,South,Health & Beauty,Marketplace,80.0,2026-08-03
2026-08-03,ORD-0803-4232,48.83,4.0,East,Health & Beauty,Mobile App,117.0,2026-08-03
2026-08-03,ORD-0803-1080,138.38,1.0,East,Apparel,Online Store,113.0,2026-08-03
2026-08-03,ORD-0803-3583,391.92,1.0,North,Electronics,In-Store POS,138.0,2026-08-03
2026-08-03,ORD-0803-4359,308.3,3.0,South,Electronics,Online Store,130.0,2026-08-03
2026-08-03,ORD-0803-4088,72.66,4.0,West,Apparel,Mobile App,83.0,2026-08-03
2026-08-03,ORD-0803-5511,287.48,3.0,East,Electronics,Marketplace,141.0,2026-08-03
2026-08-04,ORD-0804-7722,54.47,1.0,East,Home & Living,In-Store POS,121.0,2026-08-04
2026-08-04,ORD-0804-5445,28.03,3.0,West,Apparel,Mobile App,93.0,2026-08-04
2026-08-04,ORD-0804-2383,172.92,2.0,East,Health & Beauty,In-Store POS,128.0,2026-08-04
2026-08-04,ORD-0804-9765,45.51,2.0,West,Health & Beauty,Marketplace,100.0,2026-08-04
2026-08-04,ORD-0804-9409,67.87,2.0,East,Apparel,Mobile App,86.0,2026-08-04
2026-08-04,ORD-0804-4054,98.79,3.0,South,Home & Living,Online Store,139.0,2026-08-04
2026-08-04,ORD-0804-6270,113.39,4.0,South,Health & Beauty,Online Store,80.0,2026-08-04
2026-08-04,ORD-0804-9658,55.98,3.0,West,Home & Living,Marketplace,123.0,2026-08-04
2026-08-04,ORD-0804-2200,156.71,3.0,South,Health & Beauty,Mobile App,119.0,2026-08-04
2026-08-04,ORD-0804-4681,142.08,2.0,East,Health & Beauty,Mobile App,87.0,2026-08-04
2026-08-04,ORD-0804-9598,47.35,1.0,North,Health & Beauty,In-Store POS,139.0,2026-08-04
2026-08-04,ORD-0804-6764,165.11,3.0,North,Apparel,Mobile App,118.0,2026-08-04
2026-08-04,ORD-0804-2405,580.3,4.0,West,Electronics,Marketplace,146.0,2026-08-04
2026-08-04,ORD-0804-9367,175.03,2.0,North,Apparel,Marketplace,140.0,2026-08-04
2026-08-04,ORD-0804-7414,44.85,4.0,North,Home & Living,In-Store POS,94.0,2026-08-04
2026-08-04,ORD-0804-1089,177.79,2.0,North,Home & Living,Mobile App,112.0,2026-08-04
2026-08-04,ORD-0804-3263,105.51,2.0,East,Apparel,Marketplace,85.0,2026-08-04
2026-08-04,ORD-0804-3807,172.35,1.0,West,Apparel,Marketplace,144.0,2026-08-04
2026-08-04,ORD-0804-5997,130.42,1.0,West,Health & Beauty,Marketplace,120.0,2026-08-04
2026-08-04,ORD-0804-3399,70.01,1.0,North,Home & Living,In-Store POS,92.0,2026-08-04
2026-08-04,ORD-0804-9359,321.33,1.0,East,Electronics,Mobile App,137.0,2026-08-04
2026-08-04,ORD-0804-5323,242.47,4.0,East,Electronics,Mobile App,147.0,2026-08-04
2026-08-04,ORD-0804-1470,51.16,3.0,West,Home & Living,In-Store POS,82.0,2026-08-04
2026-08-04,ORD-0804-3063,79.64,4.0,South,Health & Beauty,Marketplace,140.0,2026-08-04
2026-08-04,ORD-0804-1966,117.62,3.0,North,Home & Living,Online Store,97.0,2026-08-04
2026-08-04,ORD-0804-1858,117.89,4.0,West,Apparel,Marketplace,146.0,2026-08-04
2026-08-04,ORD-0804-7160,183.32,1.0,West,Electronics,Mobile App,145.0,2026-08-04
2026-08-04,ORD-0804-9314,109.62,2.0,South,Home & Living,Online Store,91.0,2026-08-04
2026-08-05,ORD-0805-4127,82.1,3.0,West,Health & Beauty,Mobile App,111.0,2026-08-05
2026-08-05,ORD-0805-1312,178.18,2.0,North,Apparel,In-Store POS,108.0,2026-08-05
2026-08-05,ORD-0805-3273,158.7,2.0,South,Health & Beauty,In-Store POS,136.0,2026-08-05
2026-08-05,ORD-0805-7610,450.11,2.0,North,Electronics,Mobile App,123.0,2026-08-05
2026-08-05,ORD-0805-9143,100.3,1.0,West,Health & Beauty,In-Store POS,132.0,2026-08-05
2026-08-05,ORD-0805-2181,387.47,2.0,North,Electronics,Online Store,108.0,2026-08-05
2026-08-05,ORD-0805-9798,45.74,3.0,West,Apparel,In-Store POS,112.0,2026-08-05
2026-08-05,ORD-0805-9157,33.07,2.0,South,Health & Beauty,Online Store,125.0,2026-08-05
2026-08-05,ORD-0805-6659,300.1,3.0,East,Electronics,Mobile App,87.0,2026-08-05
2026-08-05,ORD-0805-4308,153.65,4.0,East,Health & Beauty,Mobile App,114.0,2026-08-05
2026-08-05,ORD-0805-8537,116.13,4.0,South,Health & Beauty,Online Store,133.0,2026-08-05
2026-08-05,ORD-0805-8969,41.52,3.0,North,Apparel,Mobile App,147.0,2026-08-05
2026-08-05,ORD-0805-8377,485.5,3.0,East,Electronics,In-Store POS,135.0,2026-08-05
2026-08-05,ORD-0805-2543,175.14,2.0,East,Home & Living,In-Store POS,144.0,2026-08-05
2026-08-05,ORD-0805-3762,152.61,1.0,North,Home & Living,Marketplace,127.0,2026-08-05
2026-08-05,ORD-0805-1955,250.13,2.0,North,Electronics,Marketplace,147.0,2026-08-05
2026-08-05,ORD-0805-5232,366.98,3.0,East,Electronics,Marketplace,148.0,2026-08-05
2026-08-05,ORD-0805-4109,72.8,2.0,South,Health & Beauty,Online Store,140.0,2026-08-05
2026-08-05,ORD-0805-7378,59.85,1.0,West,Health & Beauty,Mobile App,128.0,2026-08-05
2026-08-05,ORD-0805-6287,113.5,2.0,South,Health & Beauty,Online Store,129.0,2026-08-05
2026-08-05,ORD-0805-4330,150.36,3.0,South,Home & Living,Online Store,86.0,2026-08-05
2026-08-06,ORD-0806-4169,406.31,4.0,South,Electronics,Online Store,117.0,2026-08-06
2026-08-06,ORD-0806-5867,127.49,2.0,East,Health & Beauty,Online Store,98.0,2026-08-06
2026-08-06,ORD-0806-4466,132.83,1.0,East,Home & Living,Marketplace,133.0,2026-08-06
2026-08-06,ORD-0806-7941,426.91,2.0,West,Electronics,Online Store,112.0,2026-08-06
2026-08-06,ORD-0806-4295,101.88,2.0,South,Home & Living,Online Store,147.0,2026-08-06
2026-08-06,ORD-0806-2019,217.35,3.0,South,Electronics,Mobile App,125.0,2026-08-06
2026-08-06,ORD-0806-4678,129.87,3.0,South,Apparel,In-Store POS,114.0,2026-08-06
2026-08-06,ORD-0806-1488,62.13,3.0,North,Electronics,In-Store POS,89.0,2026-08-06
2026-08-06,ORD-0806-5465,56.51,2.0,West,Home & Living,Marketplace,84.0,2026-08-06
2026-08-06,ORD-0806-7195,108.98,3.0,East,Health & Beauty,Mobile App,87.0,2026-08-06
2026-08-06,ORD-0806-2737,37.65,3.0,North,Apparel,In-Store POS,109.0,2026-08-06
2026-08-06,ORD-0806-8437,98.96,1.0,South,Apparel,Marketplace,121.0,2026-08-06
2026-08-06,ORD-0806-9429,158.02,3.0,North,Apparel,Marketplace,125.0,2026-08-06
2026-08-06,ORD-0806-5294,129.97,1.0,East,Apparel,Online Store,130.0,2026-08-06
2026-08-06,ORD-0806-1460,157.68,1.0,East,Home & Living,Mobile App,114.0,2026-08-06
2026-08-06,ORD-0806-9541,172.25,1.0,South,Electronics,In-Store POS,141.0,2026-08-06
2026-08-06,ORD-0806-6939,146.45,4.0,West,Electronics,Mobile App,86.0,2026-08-06
2026-08-06,ORD-0806-8040,63.28,1.0,North,Home & Living,Marketplace,93.0,2026-08-06
2026-08-06,ORD-0806-4646,136.58,4.0,West,Apparel,In-Store POS,97.0,2026-08-06
2026-08-06,ORD-0806-2192,142.43,2.0,West,Apparel,Mobile App,81.0,2026-08-06
2026-08-06,ORD-0806-2166,114.53,3.0,East,Apparel,In-Store POS,119.0,2026-08-06
2026-08-06,ORD-0806-8031,71.36,4.0,West,Apparel,Marketplace,81.0,2026-08-06
2026-08-06,ORD-0806-5007,215.43,2.0,North,Electronics,In-Store POS,88.0,2026-08-06
2026-08-06,ORD-0806-7133,138.78,3.0,East,Home & Living,Online Store,139.0,2026-08-06
2026-08-06,ORD-0806-1017,75.07,1.0,East,Health & Beauty,Marketplace,97.0,2026-08-06
2026-08-06,ORD-0806-4795,83.7,1.0,East,Home & Living,Marketplace,139.0,2026-08-06
2026-08-06,ORD-0806-9663,299.64,1.0,West,Electronics,Online Store,117.0,2026-08-06
2026-08-06,ORD-0806-6355,117.06,1.0,South,Health & Beauty,Online Store,94.0,2026-08-06
